X,Y,W,H
173,233,159,209
314,94,22,37
194,357,31,27
367,187,5,19
1,42,400,309
311,104,167,169
341,388,29,31
32,68,24,12
270,82,187,255
5,0,77,132
134,69,81,77
144,47,353,290
159,151,13,15
67,147,419,182
55,43,320,115
83,162,181,214
93,195,266,301
109,22,94,67
41,71,129,212
392,173,30,94
211,58,41,17
57,286,70,55
127,128,216,177
173,271,48,32
405,34,62,63
389,304,44,15
58,278,81,166
6,142,492,119
13,12,461,470
106,170,182,287
13,89,337,131
433,141,60,137
163,213,110,60
198,148,20,7
246,132,10,19
342,67,120,251
129,207,102,48
95,33,388,197
1,243,44,89
354,69,126,117
56,195,20,30
149,0,28,20
96,103,219,313
112,13,180,439
71,36,360,295
34,70,132,220
161,25,69,57
228,428,28,25
107,37,138,372
119,69,57,40
111,105,30,37
31,21,83,63
271,26,57,44
289,32,115,206
99,8,49,34
34,89,266,369
194,64,300,221
232,134,185,192
55,192,201,79
58,40,322,429
18,2,475,189
95,97,208,222
340,281,157,7
181,275,253,180
172,175,234,107
66,57,400,275
135,37,315,390
380,5,117,99
303,43,130,207
133,361,174,126
81,228,34,95
251,228,22,30
26,17,264,408
157,123,46,45
361,145,60,69
11,10,488,322
62,351,10,12
8,13,220,161
286,24,5,10
98,244,180,189
88,52,405,277
344,61,85,50
13,10,451,343
114,128,344,252
2,183,492,190
162,154,195,88
373,191,50,84
300,109,114,71
150,47,38,42
336,116,88,212
192,110,100,178
341,104,61,226
55,9,330,442
124,99,90,32
90,181,219,76
50,190,62,65
253,203,245,166
343,58,146,315
237,190,79,40
322,9,155,252
392,81,57,73
241,334,232,125
186,282,202,30
272,88,165,162
57,449,73,23
383,226,38,41
137,145,44,56
3,2,495,64
142,251,114,15
124,297,127,66
0,0,498,330
201,295,35,31
18,1,24,427
19,12,157,257
3,10,259,387
199,359,33,95
417,217,32,10
3,324,92,33
198,208,15,16
238,151,197,76
248,133,117,102
107,55,207,187
106,28,58,45
307,247,53,78
277,156,161,132
109,44,180,176
193,15,90,146
14,57,427,194
111,18,32,35
258,126,14,12
188,151,9,17
1,138,402,73
177,186,9,62
128,168,97,97
21,58,188,29
23,62,462,261
420,73,77,193
224,108,169,146
66,224,92,62
141,105,126,37
136,40,285,296
96,146,188,228
272,172,31,114
69,142,206,167
233,117,9,8
72,238,1,48
8,56,441,312
199,149,68,78
348,298,1,28
40,101,70,85
317,261,37,16
140,203,190,207
128,280,76,201
26,328,85,162
55,15,370,310
106,98,20,15
33,257,7,10
262,181,42,143
245,199,120,110
252,105,155,183
1,61,241,409
243,202,95,41
1,26,95,255
55,54,425,120
52,90,321,80
210,60,167,202
254,187,25,87
201,237,126,46
91,9,6,8
102,98,145,90
451,6,45,101
28,206,222,182
139,11,330,287
304,117,22,25
359,94,77,51
220,253,146,114
168,201,40,27
1,244,253,45
48,23,149,264
235,112,96,178
183,58,212,243
8,48,404,254
0,1,72,32
26,165,461,192
141,481,24,17
318,337,115,37
22,13,310,485
91,24,211,456
13,215,400,125
81,153,145,65
224,360,51,60
145,114,82,94
1,73,497,25
137,31,17,15
58,37,344,450
184,274,89,51
229,205,92,98
133,21,65,35
286,257,26,43
155,129,212,42
209,8,67,122
7,70,232,167
124,280,92,34
97,145,267,154
255,234,50,50
248,264,45,105
287,44,147,99
62,9,403,355
247,10,235,92
29,25,300,222
60,189,27,97
16,52,466,235
2,96,496,46
6,172,37,47
0,153,392,57
22,14,283,482
2,100,497,84
311,258,175,240
86,338,141,156
69,183,228,316
336,113,71,111
188,58,116,233
41,16,457,213
20,31,167,187
161,205,61,45
342,112,72,131
102,369,135,85
270,126,78,75
226,111,88,52
44,139,131,94
53,54,412,276
54,10,389,327
362,68,104,172
164,78,206,214
270,122,25,35
74,90,137,219
13,3,484,365
102,224,325,275
113,282,112,216
22,177,474,59
283,99,150,138
96,110,401,264
22,226,33,80
80,127,20,25
87,1,148,114
14,202,94,110
81,110,412,231
148,91,210,150
82,92,223,282
65,8,402,365
23,3,142,370
270,68,178,266
0,190,498,78
50,315,252,81
0,6,496,233
171,286,149,138
231,64,108,68
254,192,152,67
264,61,59,37
157,326,89,52
137,76,114,112
226,48,217,58
300,0,149,372
182,13,24,22
238,66,46,18
167,118,137,163
138,46,185,116
81,16,397,142
51,99,240,66
122,226,103,223
227,8,78,310
387,165,81,84
178,450,152,47
199,48,158,278
0,0,499,134
133,182,161,162
155,241,121,91
64,5,416,80
44,337,76,28
216,204,68,47
147,301,61,60
68,65,104,103
246,88,70,75
175,133,155,185
46,234,432,255
392,193,55,14
94,271,72,72
68,191,104,67
158,95,241,258
241,105,100,142
204,151,21,21
168,228,49,42
245,160,57,145
99,19,84,147
401,235,95,125
1,46,488,320
0,2,291,497
58,40,372,365
11,2,403,316
165,404,32,28
337,200,27,60
212,120,161,101
2,346,303,93
138,83,170,242
220,95,155,220
4,102,493,265
395,261,9,33
92,7,212,475
96,247,96,72
277,144,21,10
3,203,95,100
251,248,35,72
253,122,244,230
40,84,454,234
3,146,495,316
367,56,79,218
383,142,80,152
37,278,204,99
30,192,65,48
11,8,468,357
15,36,462,232
1,0,498,196
136,186,57,65
99,39,100,101
200,233,115,87
224,110,87,82
125,195,44,77
91,436,45,62
0,1,19,24
158,167,42,32
161,223,223,200
177,105,200,266
232,132,69,97
246,191,30,22
52,172,89,179
13,15,48,93
257,148,122,227
14,17,464,298
118,217,67,90
170,83,20,24
325,241,52,117
92,105,260,200
94,181,194,50
268,152,104,219
236,260,70,68
147,135,130,124
224,119,112,126
138,255,81,52
85,63,98,78
89,406,83,69
22,47,322,345
273,91,70,51
265,206,69,78
186,226,102,64
79,39,305,439
236,105,185,125
80,159,238,201
98,35,50,33
250,12,64,45
263,51,118,115
83,166,62,35
69,19,179,480
4,9,491,305
50,75,234,135
38,24,226,177
14,71,216,260
55,98,91,70
175,61,180,248
244,114,75,113
175,65,141,275
12,40,477,242
13,228,47,62
11,10,462,303
142,254,34,14
280,80,110,98
148,16,49,62
136,79,99,305
144,7,118,113
385,71,27,22
176,113,174,218
9,11,480,320
180,186,31,28
41,61,299,410
96,413,45,27
120,125,191,189
25,10,446,317
45,57,170,107
361,111,54,40
20,18,389,193
5,88,31,34
240,89,64,80
258,233,60,56
142,114,48,38
197,162,16,14
203,49,11,17
9,11,321,485
147,92,222,241
4,0,495,332
304,167,112,85
12,3,183,125
423,103,27,27
84,179,136,147
82,90,221,240
354,73,91,66
151,0,290,327
273,73,195,250
174,221,92,26
208,33,36,75
225,31,127,250
82,38,41,58
89,143,62,71
29,134,63,98
61,55,350,270
95,64,105,262
226,234,73,46
252,56,97,257
135,77,34,38
367,151,71,95
445,40,54,215
391,165,43,31
322,216,37,28
360,200,105,130
4,17,385,135
65,82,215,290
1,25,496,287
1,1,87,173
103,79,192,116
31,63,281,164
17,270,31,25
279,178,77,137
172,225,49,59
80,52,180,166
97,180,20,14
0,9,67,245
27,169,75,85
41,12,396,311
135,38,27,25
222,231,40,45
362,108,54,54
101,134,84,90
44,107,313,145
154,350,250,116
408,52,40,37
44,1,64,40
5,0,312,180
91,52,161,87
38,147,260,102
10,10,472,320
56,50,160,107
203,189,165,74
3,5,487,395
53,28,406,310
30,0,444,392
171,156,43,61
13,8,475,351
185,354,175,132
50,117,449,257
304,186,49,92
82,448,61,41
122,275,124,48
56,70,397,82
31,48,447,238
56,113,408,225
125,62,85,67
87,107,183,69
209,110,112,199
215,119,172,117
41,62,442,195
178,311,42,187
53,36,190,411
61,184,87,87
175,230,42,50
67,287,75,40
159,34,80,45
200,212,11,13
194,297,125,154
231,87,92,33
100,7,385,91
98,136,214,102
303,144,39,62
155,47,40,152
102,82,137,91
283,213,42,22
231,134,38,36
78,214,28,36
149,10,78,131
59,12,87,101
295,199,30,31
7,368,433,129
53,16,281,192
2,2,325,96
120,82,62,128
56,132,317,365
331,40,82,61
68,41,259,386
323,216,80,57
242,86,30,229
184,123,22,22
60,103,111,205
81,152,290,296
182,268,147,69
233,181,30,20
99,81,72,107
79,146,370,185
121,13,281,262
223,47,269,274
1,43,465,120
169,127,86,94
300,205,49,30
26,11,96,86
69,47,151,191
143,49,45,59
58,143,207,189
202,219,13,18
200,183,48,54
320,3,95,85
197,31,74,36
188,116,278,120
242,102,13,17
214,286,61,81
160,294,142,34
1,1,492,75
221,167,81,87
183,176,213,147
144,62,113,72
253,162,42,24
261,10,231,85
78,207,101,58
19,176,244,229
73,48,401,425
336,166,36,94
272,49,104,82
82,282,26,12
124,143,104,30
175,131,250,177
74,39,352,172
172,139,113,72
178,21,60,50
151,195,344,65
148,39,308,83
5,11,490,186
93,196,238,240
250,145,138,196
246,97,15,16
107,102,50,120
9,88,155,186
173,114,97,161
243,120,82,156
93,377,79,86
208,208,22,25
15,70,359,145
181,309,154,153
18,248,124,93
111,80,258,219
68,102,175,149
74,81,345,217
267,0,41,80
168,174,55,73
1,133,218,199
159,101,17,11
127,61,205,419
224,175,44,29
80,256,72,48
2,104,89,86
296,227,144,154
208,101,137,150
87,94,172,237
35,11,42,41
261,224,105,230
63,45,238,242
310,240,17,19
127,275,78,58
148,147,106,125
373,243,40,93
225,101,84,105
119,317,199,178
87,176,256,125
149,34,247,45
264,114,35,31
47,205,133,49
186,67,12,15
94,15,39,145
158,47,172,179
70,136,26,48
365,112,60,15
239,64,99,107
9,280,88,62
85,46,413,328
48,183,169,128
170,88,136,209
82,62,115,122
132,165,264,72
74,38,378,184
117,1,127,468
380,225,31,28
53,25,425,328
116,180,20,25
214,152,258,134
130,140,121,270
211,3,277,384
128,39,271,223
65,53,226,237
60,188,272,103
27,2,467,289
136,55,362,318
276,243,77,66
45,151,329,263
47,4,9,17
298,167,43,72
214,127,52,58
140,3,62,64
257,220,27,90
211,75,20,20
174,268,111,188
351,169,15,9
276,196,140,128
70,189,117,132
5,291,105,75
9,36,273,253
221,391,43,94
194,79,131,41
1,1,151,82
54,33,277,193
39,58,362,230
235,174,25,46
1,35,103,61
167,165,58,46
29,157,288,267
183,213,185,129
139,16,229,300
202,55,172,129
1,158,280,80
33,30,390,463
45,135,25,72
403,87,92,123
202,190,62,72
154,284,105,76
120,78,253,236
62,153,161,147
445,208,49,79
207,96,102,149
106,78,75,84
245,169,105,115
299,192,29,34
179,15,105,114
19,18,470,313
421,1,65,35
80,87,310,268
290,72,90,75
118,117,197,141
25,10,440,361
125,57,116,95
277,162,122,211
114,327,172,95
78,82,298,222
380,193,51,91
250,251,43,55
179,316,125,43
162,25,31,32
245,206,37,103
21,326,74,86
0,105,306,71
432,233,55,51
0,105,303,303
311,84,33,49
75,152,172,164
19,464,84,15
71,295,86,49
122,49,260,197
257,151,117,148
110,228,77,226
160,11,186,317
123,101,57,55
183,230,120,84
87,1,397,372
132,165,119,140
10,282,123,91
0,212,466,286
270,65,229,77
102,395,44,39
26,158,146,124
48,42,203,125
278,80,123,294
0,104,482,139
133,118,44,45
75,32,182,247
69,17,394,303
137,102,288,230
70,31,234,247
18,5,74,52
60,82,320,264
39,145,430,82
3,191,102,123
2,269,25,42
56,88,437,175
140,227,84,103
39,1,317,371
27,37,452,320
321,125,12,12
10,108,357,378
443,12,56,206
130,172,61,31
93,89,89,110
21,335,28,30
142,327,68,135
275,219,49,93
110,108,87,117
126,243,23,24
10,1,482,325
173,148,177,134
298,197,21,17
218,84,82,50
15,82,460,236
185,7,195,322
150,143,86,27
186,17,154,250
182,145,28,55
69,69,405,187
21,8,465,252
79,155,248,180
37,23,352,263
311,169,45,50
239,284,158,86
161,371,95,68
327,231,33,77
188,0,293,332
213,99,11,17
27,255,46,14
369,112,107,109
30,32,301,467
1,1,498,369
166,187,98,82
126,353,46,35
41,165,254,188
32,57,442,280
99,303,96,136
223,99,76,261
148,212,81,126
115,48,250,126
55,81,138,172
5,210,476,161
16,15,459,335
148,26,272,119
6,45,38,74
226,286,40,45
146,312,105,147
4,8,479,316
60,183,47,14
213,108,227,141
92,263,179,142
30,80,336,231
249,321,105,177
107,336,47,62
176,123,7,12
265,105,150,124
341,210,70,59
11,135,307,313
6,20,490,221
76,40,96,109
236,2,165,156
305,2,54,266
90,226,187,175
48,67,68,67
138,64,255,225
8,66,379,427
17,25,456,62
15,109,484,95
27,27,302,304
90,18,39,40
25,50,394,262
108,194,58,28
117,95,62,92
56,107,94,196
104,106,296,249
128,258,119,140
120,316,19,15
138,181,50,144
23,27,459,284
108,209,124,65
134,167,48,55
283,88,87,65
118,114,95,218
333,247,12,22
270,355,56,81
96,47,401,224
211,185,52,31
47,272,19,20
215,163,282,101
63,54,189,57
371,58,109,129
118,95,380,127
401,304,12,32
63,186,73,55
21,14,450,305
297,155,38,33
213,83,13,67
3,20,495,275
5,8,473,303
26,6,46,26
3,85,189,182
154,73,175,197
25,158,160,216
0,37,499,285
89,271,104,62
16,253,56,40
207,22,43,114
416,206,82,148
180,8,80,45
257,24,70,44
47,75,370,180
192,312,156,169
240,239,68,158
103,260,20,32
177,134,240,181
148,283,68,113
7,5,485,317
221,94,43,23
40,18,212,480
87,43,243,231
183,44,32,41
1,4,494,158
31,213,153,246
218,293,30,27
131,59,144,113
137,77,250,205
331,90,36,25
72,79,37,37
4,2,327,489
13,108,450,274
361,195,65,20
120,147,32,37
240,199,158,156
361,199,56,140
168,69,238,177
431,51,40,60
51,136,255,100
95,32,176,230
316,143,19,41
117,50,292,215
9,90,467,283
155,7,223,415
171,111,120,84
221,117,29,32
3,2,482,372
61,50,135,214
45,0,178,109
150,250,155,96
201,258,12,26
149,153,137,71
4,202,92,127
57,93,362,280
71,52,137,265
413,152,31,45
276,187,19,76
0,306,332,192
33,52,402,283
0,157,294,171
254,221,51,82
180,89,34,25
211,118,91,61
426,105,62,110
175,235,51,29
213,150,131,77
0,145,496,140
391,439,64,23
253,3,245,326
382,245,112,83
81,193,77,73
329,86,42,115
216,305,58,62
103,62,146,285
168,101,139,52
408,339,15,10
166,68,80,110
197,37,109,156
182,85,54,70
299,98,9,12
110,35,260,295
137,107,129,70
337,255,73,101
113,146,250,314
20,138,91,56
191,153,22,26
343,365,8,7
18,211,137,155
193,247,114,66
284,485,47,13
257,185,20,16
419,187,23,51
356,246,105,152
137,241,65,39
181,486,18,6
81,234,71,51
127,29,232,272
114,211,173,180
431,123,29,40
213,428,79,32
56,22,55,44
141,138,9,11
173,99,126,150
69,98,196,284
214,356,133,141
318,422,12,14
153,135,225,179
435,237,45,5
423,100,74,65
78,376,37,94
189,29,76,60
202,163,115,160
37,15,403,312
22,31,360,253
154,55,34,28
113,154,94,23
22,14,469,216
8,108,372,352
207,245,43,63
102,182,153,270
206,111,10,13
147,100,69,157
281,256,25,36
355,315,85,36
294,103,159,146
323,98,112,69
8,61,434,310
116,333,146,142
282,417,12,23
347,274,14,25
142,98,164,156
0,0,346,497
3,187,108,138
184,159,96,112
12,75,158,246
81,219,102,100
206,178,187,62
11,286,63,198
72,189,41,28
181,167,46,52
109,30,74,127
18,100,225,328
258,135,61,76
2,65,418,160
231,381,29,38
4,110,214,299
290,276,162,93
6,161,483,155
438,58,14,31
263,174,64,26
371,145,41,16
269,288,60,83
183,158,27,34
90,36,177,459
162,145,189,180
90,2,408,307
199,78,126,92
12,93,101,80
10,81,453,175
47,142,421,62
369,185,10,20
223,309,21,25
240,158,61,22
261,262,238,30
192,152,57,90
224,82,97,164
11,53,358,316
64,297,115,105
16,72,481,268
58,164,90,64
171,160,57,50
195,407,136,63
232,106,73,130
16,171,154,308
178,132,205,237
182,444,138,52
223,285,6,7
43,112,331,208
283,81,138,217
226,108,17,22
43,272,57,110
109,111,57,89
283,136,44,147
0,0,333,499
119,159,186,120
2,161,367,144
47,20,381,475
194,344,70,78
64,387,138,67
264,446,17,13
203,56,217,45
307,222,32,57
247,219,47,8
139,35,92,60
119,153,163,103
75,178,318,68
0,272,87,95
295,196,87,100
150,96,82,189
286,237,112,125
55,124,168,168
236,13,185,145
83,201,11,18
304,253,44,44
40,227,257,263
6,10,255,222
376,327,14,41
88,130,190,217
401,279,30,71
150,0,221,316
355,5,52,53
226,199,85,108
412,245,42,43
55,138,73,75
136,41,312,340
30,38,297,423
127,11,137,121
60,9,430,318
13,13,455,317
65,17,407,232
345,175,64,72
11,6,485,345
322,299,58,73
199,172,31,45
280,164,148,237
131,200,98,129
257,81,192,155
229,406,42,57
142,247,11,22
8,207,245,167
143,70,162,261
254,215,58,151
0,141,361,356
13,18,435,307
300,31,70,73
131,124,40,42
112,26,181,187
437,232,62,121
365,35,96,42
180,99,295,189
131,177,20,76
12,281,51,51
193,248,50,33
0,179,72,90
229,114,58,55
40,357,61,43
83,408,60,15
179,32,320,305
276,206,181,130
274,41,138,330
213,219,60,95
251,166,36,47
42,134,137,276
171,79,52,78
258,122,130,108
40,32,223,327
343,54,69,76
162,224,28,150
48,334,67,10
23,55,47,41
2,30,378,286
246,169,21,17
253,209,17,26
124,170,149,224
151,27,284,297
187,48,87,92
59,112,197,124
106,117,25,36
226,228,42,26
278,15,215,132
37,133,172,181
58,188,130,107
60,224,13,12
95,137,12,74
256,104,23,20
121,58,42,65
216,168,40,92
106,42,272,288
439,141,60,26
181,155,30,17
191,54,153,201
192,115,162,157
58,54,70,79
183,157,76,117
170,138,239,221
108,52,99,98
102,148,38,110
156,12,175,137
126,159,25,108
322,79,55,41
87,31,351,273
112,108,338,222
232,241,20,52
269,380,61,69
66,252,147,76
370,61,127,268
45,224,139,97
362,234,95,78
246,146,33,26
2,54,486,317
25,96,453,135
320,457,47,26
305,43,143,28
328,274,72,15
422,221,35,56
201,143,100,80
144,151,209,174
152,282,14,12
371,318,1,54
58,225,212,152
141,109,108,120
21,118,430,171
276,116,30,28
2,348,328,150
56,111,99,96
276,68,96,221
166,96,62,102
140,122,116,135
303,459,40,17
282,178,49,73
155,269,37,57
206,61,163,215
144,236,211,109
48,0,322,91
0,50,496,285
166,73,55,49
290,396,113,103
237,99,44,32
113,71,242,292
53,58,415,164
227,0,245,39
106,62,360,312
94,23,227,225
307,109,58,67
16,91,460,177
99,87,37,30
336,56,160,242
99,38,348,251
239,251,105,32
0,7,477,352
78,291,54,168
313,12,176,321
291,151,34,34
202,161,255,95
4,85,487,240
145,160,224,127
129,37,73,28
223,42,70,45
261,96,78,114
141,29,221,325
337,125,90,82
24,28,450,245
88,41,287,62
241,154,101,70
33,51,406,262
99,210,74,107
78,257,175,91
386,222,55,36
255,101,243,172
173,151,326,156
11,11,485,347
334,251,19,18
204,200,53,101
120,96,153,153
83,32,394,299
33,161,150,134
85,88,172,203
210,0,155,114
103,53,277,308
181,85,120,204
135,116,165,228
15,8,467,307
309,334,38,41
300,167,80,42
21,187,190,51
82,5,200,320
248,391,40,85
37,44,338,320
195,161,191,208
130,143,266,148
149,190,78,171
143,244,160,120
3,6,472,476
199,203,27,116
58,81,261,235
231,115,71,85
35,115,434,171
77,161,263,205
115,97,64,87
0,110,247,389
86,56,369,271
0,218,244,251
11,10,67,284
5,6,476,292
14,171,391,285
170,33,52,319
246,220,105,110
78,68,63,75
18,85,90,231
195,125,109,34
73,160,346,208
219,130,277,194
162,90,203,221
202,133,130,177
18,18,82,110
128,40,53,36
191,257,56,69
195,30,182,194
37,31,31,32
98,188,31,46
227,190,13,12
82,59,281,148
177,129,112,112
219,59,114,155
233,148,140,147
92,368,192,130
320,172,143,85
10,116,463,207
211,185,122,132
140,396,38,30
0,137,374,359
182,196,149,170
1,17,498,126
203,2,287,283
175,25,105,210
46,195,175,163
75,98,122,157
191,7,132,322
8,39,444,275
306,197,107,65
5,159,260,173
13,4,470,320
36,160,298,176
217,81,228,185
185,221,29,21
118,177,60,118
3,119,494,197
218,78,227,252
145,19,68,218
278,221,93,35
21,169,77,161
207,193,131,118
233,303,125,43
145,165,85,70
203,246,52,114
419,95,51,70
223,236,49,27
52,16,410,311
76,9,281,355
